Account,date,total_closed_pnl,mean_closed_pnl,trade_count,total_size_usd,performance_category,value,classification,sentiment_score,classification_score
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-04-24,1279.688605,3.831403008982036,334,442781.33,high,63.0,Greed,70,70
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-04-25,4058.112969,29.406615717391304,138,203554.35,high,60.0,Greed,70,70
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-04-26,0.0,0.0,50,21299.96,low,65.0,Greed,70,70
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-04-27,147.309165,3.202373152173913,46,39485.85,medium,61.0,Greed,70,70
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-04-28,474.245409,3.0596478,155,171434.73,medium,54.0,Neutral,50,50
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-04-29,1189.49741,5.558399112149533,214,270016.77999999997,high,60.0,Greed,70,70
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-04-30,1555.834562,4.5096653971014495,345,273902.59,high,56.0,Greed,70,70
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,2025-05-01,1449.529436,5.0330883194444445,288,325695.48,high,53.0,Neutral,50,50
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-08-03,0.0,0.0,16,148506.99,low,37.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-08-04,-281.53378096,-28.153378096,10,134929.87,low,34.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-08-05,0.0,0.0,2,20107.61,low,26.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-08-07,0.0,0.0,1,500.0,low,29.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-08-08,-40.712216999999995,-10.178054249999999,4,459.28,low,20.0,Extreme Fear,10,10
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-08-09,0.0,0.0,2,500.0,low,48.0,Neutral,50,50
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-08-17,-140.76689048,-140.76689048,1,211.7,low,25.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-08-18,0.0,0.0,1,0.01,low,31.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-08-21,0.0,0.0,2,2000.28,low,26.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-09-08,0.0,0.0,1,0.11,low,29.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-09-10,-178.46478148,-89.23239074,2,1780.54,low,33.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-10-17,0.0,0.0,1,499.72,low,71.0,Greed,70,70
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-10-28,167.28016200000002,41.820040500000005,4,1500.9299999999998,medium,72.0,Greed,70,70
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-11-07,3360.9281,35.37819052631579,95,19837.95,high,77.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-11-13,0.0,0.0,1,200.04,low,84.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-11-18,693.220788,77.024532,9,1677.08,medium,83.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-11-21,2.83504,2.83504,1,202.87,medium,82.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-11-29,0.0,0.0,21,121009.49,low,78.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-12-01,28649.29347731996,469.6605488085239,61,52243.57,high,81.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-12-03,0.0,0.0,34,99999.98,low,76.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-12-10,0.0,0.0,8,109744.79000000001,low,78.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-12-11,994.238977,66.28259846666667,15,2475.02,high,74.0,Greed,70,70
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-12-12,1483.4517837199935,370.8629459299984,4,5497.650000000001,high,83.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-12-16,2069.35811,159.1813930769231,13,2499.82,high,83.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-12-17,256.200336,256.200336,1,299.74,medium,87.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2024-12-20,5925.128316879974,493.76069307333114,12,57160.03,high,74.0,Greed,70,70
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-01-04,556.803152,111.36063039999999,5,1065.4699999999998,medium,73.0,Greed,70,70
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-01-14,7013.428624,584.4523853333334,12,9951.42,high,63.0,Greed,70,70
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-01-21,2806.434723,350.804340375,8,4780.9800000000005,high,76.0,Extreme Greed,90,90
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-01-27,9528.695801439986,170.15528216857118,56,55433.34,high,71.0,Greed,70,70
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-01-28,0.0,0.0,3,0.23,low,72.0,Greed,70,70
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-02-03,20.596691,20.596691,1,999.91,medium,44.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-02-10,30.785143,15.3925715,2,499.64,medium,43.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-03-08,-281.53378096,-140.76689048,2,2501.41,low,28.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-04-08,-140.76689048,-140.76689048,1,1000.85,low,24.0,Extreme Fear,10,10
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-04-10,-378.33418896,-126.11139632,3,1602.02,low,39.0,Fear,30,30
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,2025-04-13,-53.631353999999995,-26.815676999999997,2,129.06,low,45.0,Neutral,50,50
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2024-12-02,0.0,0.0,44,78277.3,low,80.0,Extreme Greed,90,90
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2024-12-03,17615.385116879974,121.48541459917223,145,565317.04,high,76.0,Extreme Greed,90,90
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2024-12-04,0.0,0.0,1,0.1,low,78.0,Extreme Greed,90,90
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-03-04,0.0,0.0,21,152639.03,low,15.0,Extreme Fear,10,10
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-03-05,0.0,0.0,9,31505.8,low,20.0,Extreme Fear,10,10
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-03-11,0.0,0.0,4,27647.7,low,24.0,Extreme Fear,10,10
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-03-18,0.0,0.0,38,93534.85,low,34.0,Fear,30,30
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-04-08,0.0,0.0,33,94574.77,low,24.0,Extreme Fear,10,10
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-04-09,622.41079,47.87775307692308,13,10298.349999999999,medium,18.0,Extreme Fear,10,10
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-04-10,4126.835898439987,217.20188939157828,19,47249.91,high,39.0,Fear,30,30
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-04-12,2513.430964,55.854021422222225,45,101827.89,high,43.0,Fear,30,30
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-04-21,0.0,0.0,21,51130.65,low,39.0,Fear,30,30
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-04-23,13819.796061479941,493.56414505285505,28,79230.9,high,72.0,Greed,70,70
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-04-24,2587.44383,29.74073367816092,87,203141.35,high,63.0,Greed,70,70
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,2025-04-25,6496.595001719994,118.11990912218171,55,141050.08000000002,high,60.0,Greed,70,70
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2024-12-09,0.0,0.0,4,7875.4800000000005,low,78.0,Extreme Greed,90,90
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2024-12-11,39.7705,39.7705,1,7158.62,medium,74.0,Greed,70,70
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2024-12-12,15.24474,15.24474,1,771.87,medium,83.0,Extreme Greed,90,90
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2024-12-23,0.0,0.0,3,960.4,low,70.0,Greed,70,70
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2024-12-24,3.43,3.43,1,963.83,medium,73.0,Greed,70,70
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-03-16,-434.95246044000004,-3.47961968352,125,665417.81,low,30.0,Fear,30,30
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-03-17,-1346.23842896,-38.46395511314286,35,331712.01,low,32.0,Fear,30,30
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-03-18,0.0,0.0,21,82436.02,low,34.0,Fear,30,30
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-03-19,5093.785854439987,31.443122558271526,162,761891.37,high,32.0,Fear,30,30
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-03-20,0.0,0.0,1,84870.0,low,49.0,Neutral,50,50
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-03-24,2986.3153137199934,129.83979624869536,23,345112.98,high,45.0,Neutral,50,50
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-03-25,0.0,0.0,1,87100.0,low,46.0,Neutral,50,50
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-03-26,1710.3791077199935,63.34737435999976,27,437399.01,high,47.0,Neutral,50,50
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-03-27,894.0,42.57142857142857,21,347421.98,medium,40.0,Fear,30,30
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-03-28,1342.0,24.85185185185185,54,347258.0,high,44.0,Fear,30,30
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-04-03,1023.3153137199935,127.91441421499918,8,340220.0,high,25.0,Fear,30,30
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-04-05,1023.3153137199935,127.91441421499918,8,333099.99,high,30.0,Fear,30,30
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-04-07,0.0,0.0,17,38053.979999999996,low,23.0,Extreme Fear,10,10
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-04-11,2169.617851439987,309.9454073485696,7,208500.0,high,25.0,Fear,30,30
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,2025-04-12,0.0,0.0,14,20099.91,low,43.0,Fear,30,30
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-05,0.0,0.0,9,50005.83,low,75.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-14,167.80150252,15.254682047272729,11,113203.35,medium,72.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-15,-24.632033999999997,-12.316016999999999,2,10609.95,low,70.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-16,0.0,0.0,3,15348.77,low,67.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-17,304.982785,21.78448464285714,14,116278.02,medium,73.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-18,0.0,0.0,2,31164.179999999997,low,65.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-19,1000.5386120000001,66.70257413333334,15,91602.41,high,73.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-20,162.732282,9.040682333333333,18,141636.79,medium,74.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-21,537.211402,10.963498000000001,49,125233.97,medium,70.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-22,141.832675,14.1832675,10,88874.28,medium,74.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-23,146.936704,11.302823384615383,13,78438.25,medium,70.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-24,1008.619956,25.862050153846155,39,402954.94,high,71.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-25,-140.76689048,-46.92229682666667,3,59948.51,low,73.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-27,-49.26503291999998,-1.7594654614285707,28,171411.06,low,73.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-28,-933.36873696,-40.581249433043475,23,100117.25,low,73.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-29,561.88025252,11.2376050504,50,569559.72,medium,65.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2023-12-30,621.17445104,11.94566252,52,702550.21,medium,68.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-01,-104.11521648000002,-5.784178693333335,18,264239.52999999997,low,65.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-02,896.00644652,52.70626156,17,121348.74,medium,71.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-03,866.015507,12.925604582089552,67,394499.36,medium,70.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-04,-67.60364,-13.520728,5,99792.54000000001,low,68.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-05,280.69274504000003,4.25292037939394,66,1703942.66,medium,72.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-06,135.58166400000002,6.16280290909091,22,298521.4,medium,70.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-07,-764.69172496,-7.883419844948453,97,1048850.06,low,71.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-08,757.76155008,5.92001211,128,1522452.43,medium,71.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-09,748.21230756,10.688747250857142,70,870051.97,medium,76.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-10,517.6830226400001,2.6822954540932646,193,2057479.48,medium,73.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-11,101.71237452,5.353282869473684,19,259180.22999999998,medium,76.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-12,-276.28097048,-39.46871006857143,7,200082.27,low,71.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-15,0.0,0.0,5,50006.24,low,52.0,Neutral,50,50
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-16,939.6285419999999,313.20951399999996,3,52945.25,medium,64.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-17,813.2741110000001,15.344794547169812,53,800831.03,medium,60.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-18,70.85589952000001,1.5403456417391306,46,424631.52999999997,medium,63.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-19,-256.41752096,-6.5748082297435895,39,426902.16,low,51.0,Neutral,50,50
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-20,-25.773908480000003,-0.24315008000000002,106,1070090.51,low,52.0,Neutral,50,50
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-21,266.58114600000005,24.234649636363642,11,103129.74,medium,56.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-22,283.28816852,7.656436987027027,37,283856.41,medium,55.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-23,1520.2170772399934,33.7826017164443,45,414518.93000000005,high,50.0,Neutral,50,50
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-24,-945.82020088,-13.90912060117647,68,965084.59,low,48.0,Neutral,50,50
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-25,-727.1389024,-121.18981706666666,6,66566.13,low,52.0,Neutral,50,50
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-26,0.0,0.0,3,2517.41,low,49.0,Neutral,50,50
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-29,484.847102,6.733987527777778,72,412139.32,medium,55.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-30,-131.54271348000003,-2.6845451730612253,49,401011.38,low,61.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-01-31,-365.31517643999996,-0.42527960004656573,859,6305647.13,low,60.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-01,0.0,0.0,6,2008.18,low,63.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-02,456.423473,10.867225547619048,42,474278.43,medium,63.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-03,263.87331152,4.71202342,56,603820.0,medium,60.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-04,47.62389499999999,1.360682714285714,35,203187.53,medium,60.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-05,-12.632084480000028,-0.17544561777777817,72,770198.26,low,60.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-06,-215.615907,-0.19817638511029412,1088,8047153.41,low,64.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-07,241.24212,16.082808,15,6758.73,medium,62.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-08,770.756024,77.07560240000001,10,26051.12,medium,66.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-11,983.443176,28.924799294117648,34,212311.82,medium,71.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-12,1624.4099555599869,101.52562222249918,16,227247.69999999998,high,70.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-13,559.44389,39.960277857142856,14,1999.99,medium,79.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-14,191.29666400000002,8.317246260869567,23,102701.18,medium,74.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-15,2970.7585637599936,270.0689603418176,11,108750.16,high,72.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-16,0.0,0.0,12,100752.64,low,72.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-17,387.58257152,12.919419050666667,30,203758.88,medium,76.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-19,-8.05898,-1.3431633333333333,6,50003.09,low,75.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-20,210.315294,52.5788235,4,1710.3,medium,72.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-21,0.0,0.0,1,10005.6,low,78.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-22,0.0,0.0,2,5000.64,low,74.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-26,0.0,0.0,2,499.96999999999997,low,72.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-27,576.38114,72.0476425,8,2576.32,medium,79.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-02-29,1320.804256,188.68632228571428,7,24827.09,high,80.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-02,-739.2019424,-105.60027748571429,7,2943.77,low,80.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-04,1026.004099,78.92339223076922,13,3776.71,high,82.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-15,388.830831,20.46478057894737,19,75909.83,medium,83.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-16,0.0,0.0,2,10000.0,low,81.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-17,0.0,0.0,2,7502.61,low,79.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-18,212.3193,212.3193,1,5214.47,medium,77.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-19,-167.69169048,-16.769169048000002,10,29828.420000000002,low,79.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-20,2352.3447897199935,235.23447897199935,10,71343.41,high,74.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-03-21,238.326075,59.58151875,4,10243.210000000001,medium,78.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-04-02,0.0,0.0,4,14999.89,low,79.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-04-03,0.0,0.0,2,9999.66,low,71.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-04-05,965.5522159999999,120.69402699999999,8,25965.08,medium,79.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-04-12,-1363.52669088,-90.901779392,15,30327.6,low,79.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-04-26,0.0,0.0,3,4988.290000000001,low,70.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-04-28,0.0,0.0,50,16986.19,low,65.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-04-29,0.0,0.0,14,4223.82,low,67.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-03,0.0,0.0,6,4978.85,low,48.0,Neutral,50,50
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-04,0.0,0.0,3,4999.41,low,67.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-07,227.320653,32.474379,7,9768.73,medium,68.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-09,0.0,0.0,3,4975.54,low,55.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-12,0.0,0.0,13,10174.92,low,56.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-13,0.0,0.0,3,4974.81,low,57.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-16,0.0,0.0,3,3840.0699999999997,low,70.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-20,-74.818442,-24.939480666666668,3,5121.35,low,70.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-21,1258.3108817199934,17.4765400238888,72,618820.65,high,76.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-23,0.0,0.0,19,74038.45999999999,low,76.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-24,821.949278,410.974639,2,50811.899999999994,medium,74.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-25,0.0,0.0,2,25007.149999999998,low,76.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-05-26,773.4582,85.9398,9,50763.450000000004,medium,75.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-06-07,0.0,0.0,14,1086.13,low,77.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-06-09,0.0,0.0,12,1410.26,low,75.0,Extreme Greed,90,90
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-06-11,4062.104925439987,54.16139900586649,75,78468.0,high,74.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-06-12,0.0,0.0,37,1520.97,low,72.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-06-13,6630.511460719994,85.00655718871788,78,132565.25,high,70.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-06-14,4531.512235439987,302.10081569599913,15,41879.7,high,74.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-06-15,1285.5244400000001,32.138111,40,126252.62,high,74.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-06-16,0.0,0.0,11,25235.079999999998,low,71.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-06-17,9330.743339,388.78097245833334,24,115888.54000000001,high,71.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-06-18,282.57636,15.698686666666667,18,200316.57,medium,74.0,Greed,70,70
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2024-06-19,2833.6833,69.11422682926829,41,203841.21,high,64.0,Greed,70,70
